Query,Label
1 select tart 9861 9861,1
9555 8459 8459 4906 rwpq like rwpq,1
1 pydh 3407 3407 6510 select count sysusers sys1 sysusers sys2 sysusers sys3 sysusers sys4 sysusers sys5 sysusers sys6 sysusers sys7,1
1 1831 1831 select select sleep 5 gcrr,1
1 goar 2405 2405 5927 9731,1
1 select ounb 4653 4653 exp select select concat 0x7171706a71 select elt 6270 6270 1 0x717a767a71 0x78 x,1
9772 5023 ctxsys drithsx sn 5023 chr 113 chr 113 chr 112 chr 106 chr 113 select case 5023 5023 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 igaa igaa,1
2116 union select 7119 7119 7119 7119 7119,1
1 7729 7729,1
select benchmark 5000000 md5 0x4c4d6142 8126 8126,1
1 zdbj 2300 2300 select case 4587 4587 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null else char 76 char 65 char 102 char 72 end value 0,1
1 select uhsy 4596 4596 select select sleep 5 fzno,1
1 ogzn 6849 6849 3580 select count domain domain t1 domain column t2 domain table t3,1
5580 4829 1968,1
1 8630 8630 union select null null,1
1 boolean mode union select null null null null null null,1
1 qkkm 8461 8461,1
1 8315 select count sysibm systables t1 sysibm systables t2 sysibm systables t3 vypw like vypw,1
5386 union select 8026 8026 8026 8026 8026 8026,1
1 select dajl dual 8440 8440,1
1 3715 char 113 char 113 char 112 char 106 char 113 select case 3715 3715 char 49 else char 48 end char 113 char 122 char 118 char 122 char 113 mmow mmow,1
1 union select null null null null,1
1 cjjm 1981 1981,1
1 3507 3507,1
1 6793 select 6793 pg sleep 5 hokd hokd,1
1 elt 5873 5873 sleep 5,1
1 3861 3861,1
1 9254 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4,1
1 rlike select select sleep 5 sgvo grct grct,1
2417 union select 2169 2169 2169 2169 2169 2169 2169 2169 2169 2169,1
6368 union select 6529 6529 6529,1
3378 4493 utl inaddr get host address chr 113 chr 113 chr 112 chr 106 chr 113 select case 4493 4493 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 otbq otbq,1
1 select 9173 select count concat 0x7171706a71 select elt 9173 9173 1 0x717a767a71 floor rand 0 2 x information schema character set group x,1
1 4595 4595,1
1 updatexml 1808 concat 0x2e 0x7171706a71 select elt 1808 1808 1 0x717a767a71 8666,1
3450 4478 4478 9323 9323,1
6478 union select 7087 7087 7087 7087 7087 7087 7087 7087,1
1 char 109 char 79 char 70 char 90 regexp substring repeat right char 5012 0 5000000000 null,1
3725 union select 1541 1541 1541 1541 1541,1
1 5411 7697,1
call regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null,1
2059 elt 4587 3101 3101,1
1 8315 select count sysibm systables t1 sysibm systables t2 sysibm systables t3 vnso like vnso,1
1 rlike select select sleep 5 sgvo cxsu like cxsu,1
5158 make set 9354 9354 7185 noaj like noaj,1
1 3580 select count domain domain t1 domain column t2 domain table t3,1
1 2388 benchmark 5000000 md5 0x6d457153,1
6733 4024 4024 union select 4024 4024 4024 4024,1
1 select select sleep 5 ydpu 7805 7805,1
select case 7980 3703 7980 else 7980 select 7980 information schema character set end,1
1 2911 2911,1
1 namw 1740 1740 updatexml 1808 concat 0x2e 0x7171706a71 select elt 1808 1808 1 0x717a767a71 8666,1
4684 uqjn 4550 4550 1689 5825,1
1 char 117 char 111 char 105 char 100 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null 4090 4090,1
1 select dbxr 4014 4014 9660 select count user t1 user t2 user t3 user t4 user t5,1
4947 boolean mode union select 3314 3314,1
7101 union select 4587 4587 4587 4587 4587 4587,1
1 select sfko 6853 6853 rlike sleep 5,1
1 select xqqp 3007 3007 select select sleep 5 gcrr,1
call regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null jcyh jcyh,1
5300 union select 2750 2750 2750 2750 2750 2750,1
1 2633 dbms pipe receive message chr 112 chr 65 chr 65 chr 103 5,1
5218 union select 9677 9677,1
1 rlike select case 7689 7689 1 else 0x28 end,1
1 7219 7361,1
2916 4946 8232,1
1 select sppw 1677 1677 exp select select concat 0x7171706a71 select elt 8190 8190 1 0x717a767a71 0x78 x,1
6712 kqff 9146 9146 5903 qqpjq select case 5903 5903 1 else 0 end rdb database qzvzq,1
7812 5023 ctxsys drithsx sn 5023 chr 113 chr 113 chr 112 chr 106 chr 113 select case 5023 5023 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 ttvo ttvo,1
1 boolean mode union select null null null,1
7279 9898 9963 1481 1481,1
8523 hzqs 8944 8944 order 1,1
1 4241 convert int select char 113 char 113 char 112 char 106 char 113 select case 4241 4241 char 49 else char 48 end char 113 char 122 char 118 char 122 char 113 wynp,1
1 3754 select upper xmltype chr 60 chr 58 chr 113 chr 113 chr 112 chr 106 chr 113 select case 3754 3754 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 chr 62 dual mmgx like mmgx,1
select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4 zzmn zzmn,1
select dbms pipe receive message chr 66 chr 67 chr 79 chr 101 5 dual,1
1 9570 9570 rlike select case 1642 3686 1 else 0x28 end,1
6789 select uckz dual 2163 2163 union select 2163 2163 2163 2163 2163 2163,1
1 6055 ctxsys drithsx sn 6055 chr 113 chr 113 chr 112 chr 106 chr 113 select case 6055 6055 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 urgd urgd,1
1 mwpp 6192 6192,1
1 boolean mode rlike sleep 5,1
1 7658 7658 union select null null,1
8988 5023 ctxsys drithsx sn 5023 chr 113 chr 113 chr 112 chr 106 chr 113 select case 5023 5023 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 dyxh like dyxh,1
7065 select bdxr 1756 1756 union select 1756 1756 1756 1756 1756 1756 1756 1756 1756 1756,1
1 select 2 select select concat 0x7171706a71 select elt 3484 3484 1 0x717a767a71 0x78 8446744073709551610 8446744073709551610 cdgm like cdgm,1
8588 union select 2135 2135,1
1928 4811 select 1928 else drop function ucko,1
1 pudv 2609 2609,1
8698 1990 1990 8459 8459 4906,1
1 elt 7619 1489 1489,1
1 select epjr dual 3074 3074 procedure analyse extractvalue 9627 concat 0x5c benchmark 5000000 md5 0x4b774c75 1,1
1 select zpdf 2938 2938,1
1 3247 3247 1022 select count user t1 user t2 user t3 user t4 user t5,1
select case 5796 8326 5796 else 5796 select 5796 information schema character set end,1
5478 4100 4100 4747 dbms utility sqlid sqlhash chr 113 chr 113 chr 112 chr 106 chr 113 select case 4747 4747 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113,1
1 select gthp 7311 7311 sleep 5,1
1 4915 select count domain domain t1 domain column t2 domain table t3,1
3278 elt 1032 1032 3623 zxig like zxig,1
1 9643 select count domain domain t1 domain column t2 domain table t3 vudj like vudj,1
1 6979 like abcdefg upper hex randomblob 500000000 2,1
1 dksq 7161 7161,1
6279 union select 3026 3026 3026 3026 3026 3026 3026 3026,1
9566 union select 7973 7973 7973 7973,1
1 elt 9288 6067 6067 1895 1895,1
1 updatexml 3393 concat 0x2e 0x7171706a71 select elt 3393 3393 1 0x717a767a71 1161 ayqn like ayqn,1
1 select xpjg 3036 3036 elt 1832 6644 6644,1
1 debc 7428 7428 union select null null null,1
1 make set 8403 8403 8899,1
1 boolean mode elt 1210 1210 sleep 5,1
call regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null cdjm,1
select pg sleep 5 zfyy zfyy,1
2549 zfnf 1993 1993 union select 1993 1993 1993 1993 1993 1993,1
1 9412 6877,1
4541 make set 4821 5233 5233 xfex xfex,1
1 union select null null null null null null,1
1 8421 select count generate series 1 5000000 vhey vhey,1
1 8417 5276,1
2140 union select 8174 8174 8174,1
1 procedure analyse extractvalue 9255 concat 0x5c benchmark 5000000 md5 0x52515a50 1,1
2167 union select 3804 3804 3804 3804 3804 3804,1
1 dtwh 9633 9633 char 109 char 79 char 70 char 90 regexp substring repeat right char 5012 0 5000000000 null,1
1 rlft 1670 1670 waitfor delay 0 0 5,1
1 jaxh 6318 6318 extractvalue 7982 concat 0x5c 0x7171706a71 select elt 7982 7982 1 0x717a767a71,1
6406 1570 convert int select char 113 char 113 char 112 char 106 char 113 select case 1570 1570 char 49 else char 48 end char 113 char 122 char 118 char 122 char 113,1
9311 5065 2572 2572 1199 1199,1
1 tnux 4888 4888 rlike select select sleep 5 vwyq,1
1 elt 6847 5874 5874 yspu yspu,1
7746 union select 1998 1998 1998 1998 1998 1998 1998 1998,1
1 2677 2677 select select sleep 5 fzno,1
1,1
1 select odud dual 2468 2468 2367 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4,1
end,1
1 select kpso 1226 1226 union select null null null null null null null null,1
1 lvbm 8179 8179,1
7231 union select 7639,1
1 8466 benchmark 5000000 md5 0x694a4745 rlas,1
1 select gtqr 5660 5660,1
1 9660 select count user t1 user t2 user t3 user t4 user t5,1
1 9618 9618 3020 3020 6703,1
1 kdwc 5906 5906 union select null null null null null null null null null,1
1 3754 select upper xmltype chr 60 chr 58 chr 113 chr 113 chr 112 chr 106 chr 113 select case 3754 3754 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 chr 62 dual ruvo like ruvo,1
2402 3440 cast chr 113 chr 113 chr 112 chr 106 chr 113 select case 3440 3440 1 else 0 end text chr 113 chr 122 chr 118 chr 122 chr 113 numeric szgq,1
1676 select xzmu dual 6373 6373 union select 6373 6373,1
1 6414 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4,1
7611 tuje 6101 6101 union select 6101 6101 6101 6101 6101 6101 6101 6101,1
1 char 111 char 77 char 121 char 88 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null bmbg like bmbg,1
5625 union select 6087 6087 6087 6087 6087 6087,1
1 yyud 4934 4934,1
7744 union select 9408 9408 9408 9408,1
1 6414 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4 msjw like msjw,1
1 6827 6827,1
1 2633 dbms pipe receive message chr 112 chr 65 chr 65 chr 103 5 dnmi like dnmi,1
1 5465 5465 8315 select count sysibm systables t1 sysibm systables t2 sysibm systables t3,1
1 select 9067 select count concat 0x7171706a71 select elt 9067 9067 1 0x717a767a71 floor rand 0 2 x information schema character set group x,1
1 8514 select count domain domain t1 domain column t2 domain table t3 opgb like opgb,1
1 ynuw 9138 9138,1
1 6147 6147 select case 4587 4587 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null else char 76 char 65 char 102 char 72 end value 0,1
1 3020 3020 6703,1
8053 5458 5458 9323 9323,1
1 7640 7640 make set 8978 8594 8594,1
6496 obnf 2903 2903 make set 9354 9354 7185,1
1432 order 1,1
1 select ouhd 8905 8905 6510 select count sysusers sys1 sysusers sys2 sysusers sys3 sysusers sys4 sysusers sys5 sysusers sys6 sysusers sys7,1
select case 5433 6458 1 else null end,1
1 7093 7093 8148 like abcdefg upper hex randomblob 500000000 2,1
5058 union select 6789 6789 6789 6789 6789,1
select count user t1 user t2 user t3 user t4 user t5,1
1 8384 like abcdefg upper hex randomblob 500000000 2,1
9405 union select 2539,1
7565 union select 7745 7745 7745 7745 7745 7745,1
select case 1272 5883 1272 else cast 1 int select 0 dual end dual,1
1 make set 4551 6487 6487 jnqa jnqa,1
1 7723 7723 6240 qqpjq select case 6240 6240 1 else 0 end rdb database qzvzq,1
3445 union select 5505 5505 5505,1
1 szxa 1501 1501 8189 select count sysibm systables t1 sysibm systables t2 sysibm systables t3,1
1 3580 select count domain domain t1 domain column t2 domain table t3,1
select count sysibm systables t1 sysibm systables t2 sysibm systables t3,1
select pg sleep 5,1
1 7533 7533 8738 8738,1
1 9432 9432 6510 select count sysusers sys1 sysusers sys2 sysusers sys3 sysusers sys4 sysusers sys5 sysusers sys6 sysusers sys7,1
1 2633 2633 union select null null null null,1
select sleep 5,1
1 char 68 char 69 char 97 char 85 regexp substring repeat right char 5389 0 5000000000 null gvlc like gvlc,1
1 5796 5796 sleep 5,1
1 9127 7687,1
1 ybuv 9641 9641 union select null null null null null null null null,1
1 2367 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4,1
6554 union select 4384 4384 4384 4384 4384,1
1 select select sleep 5 gcrr,1
1 select cjwx dual 7637 7637 elt 9548 3991 3991,1
1164 union select 6617 6617 6617 6617 6617 6617,1
select case 4636 1108 1 else 4636 select 4636 master sysdatabases end,1
1 3510 3510,1
1 4411 select count sysusers sys1 sysusers sys2 sysusers sys3 sysusers sys4 sysusers sys5 sysusers sys6 sysusers sys7 fbqy like fbqy,1
8382 order 1,1
1 fynx 9636 9636 union select null null null null null,1
9734 izbx 6273 6273 union select 6273 6273 6273 6273 6273 6273 6273 6273 6273,1
4494 5291 4452,1
1 izvy 2569 2569,1
1 8074 8074 elt 3114 3114 sleep 5,1
1 select qydm 6019 6019,1
1 sleep 5 njud njud,1
1 char 75 char 70 char 99 char 83 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null,1
select case 4568 4241 4568 else cast 1 int select 0 dual end dual,1
3613 4144 select upper xmltype chr 60 chr 58 chr 113 chr 113 chr 112 chr 106 chr 113 select case 4144 4144 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 chr 62 dual,1
7242 4144 select upper xmltype chr 60 chr 58 chr 113 chr 113 chr 112 chr 106 chr 113 select case 4144 4144 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 chr 62 dual kfff kfff,1
1 union select null null,1
1 8407 select count generate series 1 5000000,1
1,1
9145 xyya 8950 8950 union select 8950 8950 8950 8950 8950 8950 8950 8950,1
1 9198 9198,1
8301 5708 5268 5268 hkha hkha,1
9698 qnjv 3360 3360 make set 9354 9354 7185,1
1 aozi 3354 3354 waitfor delay 0 0 5,1
1 xebl 3105 3105 8421 select count generate series 1 5000000,1
1 3020 3020 6703,1
1 sleep 5 hwjy hwjy,1
1 select select sleep 5 sddo,1
make set 2672 2672 5440,1
1 6969 select 6969 pg sleep 5 ineq like ineq,1
1 procedure analyse extractvalue 9255 concat 0x5c benchmark 5000000 md5 0x52515a50 1 wvjy,1
1 odqn 3910 3910,1
8945 fszo 2320 2320 union select 2320,1
5097 union select 8992 8992 8992 8992 8992 8992 8992 8992 8992,1
1 select case 5777 5777 1 else cast 1 int select 0 dual end dual,1
1 arhm 3268 3268 select 2 select select concat 0x7171706a71 select elt 8113 8113 1 0x717a767a71 0x78 8446744073709551610 8446744073709551610,1
1 2367 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4,1
5190 8298 9306,1
1 7417 select count sysibm systables t1 sysibm systables t2 sysibm systables t3,1
1 8514 benchmark 5000000 md5 0x544d5a4c,1
1 7417 select count sysibm systables t1 sysibm systables t2 sysibm systables t3,1
1 3707 select count sysibm systables t1 sysibm systables t2 sysibm systables t3 9509 9509,1
1 sleep 5,1
1 row 1045 7562 select count concat 0x7171706a71 select elt 1045 1045 1 0x717a767a71 floor rand 0 2 x select 8488 union select 5584 union select 3051 union select 1210 group x xmvr xmvr,1
1 4597 4597 rlike sleep 5,1
1 select aojt dual 8499 8499,1
1 select goxu 9215 9215 char 109 char 79 char 70 char 90 regexp substring repeat right char 5012 0 5000000000 null,1
1 rlike sleep 5,1
1 hoiv 9708 9708 exp select select concat 0x7171706a71 select elt 8190 8190 1 0x717a767a71 0x78 x,1
1 select aliz 5050 5050 4411 select count sysusers sys1 sysusers sys2 sysusers sys3 sysusers sys4 sysusers sys5 sysusers sys6 sysusers sys7,1
select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4 nkte nkte,1
1 6340 6340 exp select select concat 0x7171706a71 select elt 8190 8190 1 0x717a767a71 0x78 x,1
1 3202 like abcdefg upper hex randomblob 500000000 2 novq novq,1
1 select 9173 select count concat 0x7171706a71 select elt 9173 9173 1 0x717a767a71 floor rand 0 2 x information schema character set group x,1
1 2716 select count sysusers sys1 sysusers sys2 sysusers sys3 sysusers sys4 sysusers sys5 sysusers sys6 sysusers sys7,1
select case 1724 6528 1724 else cast 1 int select 0 dual end dual,1
1 zqeg 4729 4729 1098 9682 9682,1
9289 make set 5101 9919 9919 8977 8977,1
1 3484 3484 char 107 char 121 char 97 char 80 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null,1
select case 1434 1549 1434 else 1434 select 1434 mysql db end,1
1 shmg 1371 1371 union select null null null null null null null null null null,1
7329 5903 qqpjq select case 5903 5903 1 else 0 end rdb database qzvzq borw like borw,1
1 8114 8114 6510 select count sysusers sys1 sysusers sys2 sysusers sys3 sysusers sys4 sysusers sys5 sysusers sys6 sysusers sys7,1
1 dqda 1624 1624 8635 select count generate series 1 5000000,1
1 8635 select count generate series 1 5000000,1
1 8776 8776 6969 select 6969 pg sleep 5,1
select sleep 5,1
7184 fshx 3408 3408 5023 ctxsys drithsx sn 5023 chr 113 chr 113 chr 112 chr 106 chr 113 select case 5023 5023 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113,1
1 7796 7796,1
select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4 xlvt xlvt,1
1 row 6237 7469 select count concat 0x7171706a71 select elt 6237 6237 1 0x717a767a71 floor rand 0 2 x select 5192 union select 3785 union select 3931 union select 7158 group x gfxr gfxr,1
1 7552 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4,1
1 waitfor delay 0 0 5 1636 1636,1
1 select sned 4957 4957 9254 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4,1
9212 1026 7967,1
1 6843 6843 6793 select 6793 pg sleep 5,1
5174 make set 9515 7938 7938 ygee ygee,1
select sleep 5 ilcv ilcv,1
1 6510 select count sysusers sys1 sysusers sys2 sysusers sys3 sysusers sys4 sysusers sys5 sysusers sys6 sysusers sys7,1
1 union select null null,1
1 char 111 char 77 char 121 char 88 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null,1
1 select case 4587 4587 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null else char 76 char 65 char 102 char 72 end value 0 lxfm lxfm,1
1 2716 select count sysusers sys1 sysusers sys2 sysusers sys3 sysusers sys4 sysusers sys5 sysusers sys6 sysusers sys7,1
1 gcvw 7363 7363 row 1045 7562 select count concat 0x7171706a71 select elt 1045 1045 1 0x717a767a71 floor rand 0 2 x select 8488 union select 5584 union select 3051 union select 1210 group x,1
